location,date,deliveries,receipts
GULF SOUTH,2001-09-30,-131665,83616
GULF SOUTH,2001-10-01,-131665,83616
GULF SOUTH,2001-10-02,-131665,83616
GULF SOUTH,2001-10-03,-63355,47187
GULF SOUTH,2001-10-04,-106955,65495
GULF SOUTH,2001-10-05,-51408,99103
GULF SOUTH,2001-10-06,-74551,88651
GULF SOUTH,2001-10-07,-74551,88651
GULF SOUTH,2001-10-08,-74551,88651
GULF SOUTH,2001-10-09,-58455,88113
GULF SOUTH,2001-10-10,-54315,75113
GULF SOUTH,2001-10-11,-69070,104260
GULF SOUTH,2001-10-12,-58392,161069
GULF SOUTH,2001-10-13,-58392,161069
GULF SOUTH,2001-10-14,-58392,161069
GULF SOUTH,2001-10-15,-38745,209782
GULF SOUTH,2001-10-16,-38745,209782
GULF SOUTH,2001-10-17,-35745,154032
GULF SOUTH,2001-10-18,-66423,337722
GULF SOUTH,2001-10-19,-43245,277219
GULF SOUTH,2001-10-20,-43245,277219
GULF SOUTH,2001-10-21,-43245,277219
GULF SOUTH,2001-10-22,-84050,68313
GULF SOUTH,2001-10-23,-75701,81634
GULF SOUTH,2001-10-24,-75701,81634
GULF SOUTH,2001-10-25,-78026,151384
GULF SOUTH,2001-10-26,-43683,221214
GULF SOUTH,2001-10-27,-35993,224786
GULF SOUTH,2001-10-28,-35993,224786
GULF SOUTH,2001-10-29,-85134,103528
GULF SOUTH,2001-10-30,-85134,103528
GULF SOUTH,2001-10-31,-75072,159715
GULF SOUTH,2001-11-01,-85614,87494
GULF SOUTH,2001-11-02,-146705,81445
GULF SOUTH,2001-11-03,-172779,89161
GULF SOUTH,2001-11-04,-172779,89161
GULF SOUTH,2001-11-05,-172779,89161
GULF SOUTH,2001-11-06,-172779,89161
GULF SOUTH,2001-11-07,-108127,58231
GULF SOUTH,2001-11-08,-79286,61531
GULF SOUTH,2001-11-09,-79286,61531
GULF SOUTH,2001-11-10,-110144,117196
GULF SOUTH,2001-11-11,-110144,117196
GULF SOUTH,2001-11-12,-110144,117196
GULF SOUTH,2001-11-13,-171379,73397
GULF SOUTH,2001-11-14,-123898,66098
GULF SOUTH,2001-11-15,-240112,86794
GULF SOUTH,2001-11-16,-240112,86794
GULF SOUTH,2001-11-17,-275579,73575
GULF SOUTH,2001-11-18,-275579,73575
GULF SOUTH,2001-11-19,-275579,73575
GULF SOUTH,2001-11-20,-275579,73575
GULF SOUTH,2001-11-21,-254208,60368
GULF SOUTH,2001-11-22,-135546,86169
GULF SOUTH,2001-11-23,-135546,86169
GULF SOUTH,2001-11-24,-136512,132418
GULF SOUTH,2001-11-25,-136512,132418
GULF SOUTH,2001-11-26,-136512,132418
GULF SOUTH,2001-11-27,-136512,132418
GULF SOUTH,2001-11-28,-180294,275945
GULF SOUTH,2001-11-29,-117612,147574
GULF SOUTH,2001-11-30,-117612,147574
GULF SOUTH,2001-12-01,-208869,134384
GULF SOUTH,2001-12-02,-208869,134384
GULF SOUTH,2001-12-03,-208869,134384
GULF SOUTH,2001-12-04,-62838,98689
GULF SOUTH,2001-12-05,-32285,129701
GULF SOUTH,2001-12-06,-44293,371331
GULF SOUTH,2001-12-07,-54879,51497
GULF SOUTH,2001-12-08,-25809,73301
GULF SOUTH,2001-12-09,-25809,73301
GULF SOUTH,2001-12-10,-25809,73301
GULF SOUTH,2001-12-11,-25809,73301
GULF SOUTH,2001-12-12,-136031,151709
GULF SOUTH,2001-12-13,-64964,142192
GULF SOUTH,2001-12-14,-85653,175349
GULF SOUTH,2001-12-15,-136627,146345
GULF SOUTH,2001-12-16,-136627,146345
GULF SOUTH,2001-12-17,-136627,146345
GULF SOUTH,2001-12-18,-136627,146345
GULF SOUTH,2001-12-19,-105978,138843
GULF SOUTH,2001-12-20,-44005,54641
GULF SOUTH,2001-12-21,-79498,47582
GULF SOUTH,2001-12-22,-37522,49082
GULF SOUTH,2001-12-23,-37522,49082
GULF SOUTH,2001-12-24,-37522,49082
GULF SOUTH,2001-12-25,-37522,49082
GULF SOUTH,2001-12-26,-37522,49082
GULF SOUTH,2001-12-27,-37522,49082
GULF SOUTH,2001-12-28,-37522,49082
GULF SOUTH,2001-12-29,-60805,44166
GULF SOUTH,2001-12-30,-60805,44166
GULF SOUTH,2001-12-31,-60805,44166
GULF SOUTH,2002-01-01,-60805,44166
GULF SOUTH,2002-01-02,-71063,92789
GULF SOUTH,2002-01-03,-142227,66476
GULF SOUTH,2002-01-04,-142227,66476
GULF SOUTH,2002-01-05,-55747,94754
GULF SOUTH,2002-01-06,-55747,94754
GULF SOUTH,2002-01-07,-55747,94754
GULF SOUTH,2002-01-08,-55747,94754
GULF SOUTH,2002-01-09,-88778,145747
GULF SOUTH,2002-01-10,-62723,76834
GULF SOUTH,2002-01-11,-67765,66050
GULF SOUTH,2002-01-12,-84346,71050
GULF SOUTH,2002-01-13,-84346,71050
GULF SOUTH,2002-01-14,-84346,71050
GULF SOUTH,2002-01-15,-84346,71050
GULF SOUTH,2002-01-16,-72590,101618
GULF SOUTH,2002-01-17,-59211,118418
GULF SOUTH,2002-01-18,-55471,62415
GULF SOUTH,2002-01-19,-79111,111402
GULF SOUTH,2002-01-20,-79111,111402
GULF SOUTH,2002-01-21,-79111,111402
GULF SOUTH,2002-01-22,-79111,111402
GULF SOUTH,2002-01-23,-65875,115683
GULF SOUTH,2002-01-24,-78737,60147
GULF SOUTH,2002-01-25,-89435,25906
GULF SOUTH,2002-01-26,-71333,36513
GULF SOUTH,2002-01-27,-71333,36513
GULF SOUTH,2002-01-28,-71333,36513
GULF SOUTH,2002-01-29,-79820,30987
GULF SOUTH,2002-01-30,-79820,30987
GULF SOUTH,2002-01-31,-72242,59067
GULF SOUTH,2002-02-01,-79443,29317
GULF SOUTH,2002-02-02,-13239,75634
GULF SOUTH,2002-02-03,-13239,75634
GULF SOUTH,2002-02-04,-13239,75634
GULF SOUTH,2002-02-05,-13239,75634
JEFFERSON ISLAND,2001-09-01,0,22000
JEFFERSON ISLAND,2001-09-02,0,22000
JEFFERSON ISLAND,2001-09-03,0,22000
JEFFERSON ISLAND,2001-09-04,0,0
JEFFERSON ISLAND,2001-09-05,0,82501
JEFFERSON ISLAND,2001-09-06,0,0
JEFFERSON ISLAND,2001-09-07,0,0
JEFFERSON ISLAND,2001-09-08,0,0
JEFFERSON ISLAND,2001-09-09,0,0
JEFFERSON ISLAND,2001-09-10,0,0
JEFFERSON ISLAND,2001-09-11,0,5001
JEFFERSON ISLAND,2001-09-12,0,5001
JEFFERSON ISLAND,2001-09-13,0,5001
JEFFERSON ISLAND,2001-09-14,0,59953
JEFFERSON ISLAND,2001-09-15,0,0
JEFFERSON ISLAND,2001-09-16,0,0
JEFFERSON ISLAND,2001-09-17,0,0
JEFFERSON ISLAND,2001-09-18,0,0
JEFFERSON ISLAND,2001-09-19,0,0
JEFFERSON ISLAND,2001-09-20,0,134630
JEFFERSON ISLAND,2001-09-21,0,78401
JEFFERSON ISLAND,2001-09-22,0,78401
JEFFERSON ISLAND,2001-09-23,0,78401
JEFFERSON ISLAND,2001-09-24,0,0
JEFFERSON ISLAND,2001-09-25,0,0
JEFFERSON ISLAND,2001-09-26,0,163201
JEFFERSON ISLAND,2001-09-27,0,101720
JEFFERSON ISLAND,2001-09-28,0,77806
JEFFERSON ISLAND,2001-09-29,0,0
JEFFERSON ISLAND,2001-09-30,0,0
JEFFERSON ISLAND,2001-10-01,0,0
JEFFERSON ISLAND,2001-10-02,0,0
JEFFERSON ISLAND,2001-10-03,0,0
JEFFERSON ISLAND,2001-10-04,0,119019
JEFFERSON ISLAND,2001-10-05,0,7500
JEFFERSON ISLAND,2001-10-06,0,7500
JEFFERSON ISLAND,2001-10-07,0,7500
JEFFERSON ISLAND,2001-10-08,0,7500
JEFFERSON ISLAND,2001-10-09,0,0
JEFFERSON ISLAND,2001-10-10,0,2000
JEFFERSON ISLAND,2001-10-11,0,7500
JEFFERSON ISLAND,2001-10-12,0,7500
JEFFERSON ISLAND,2001-10-13,0,7500
JEFFERSON ISLAND,2001-10-14,0,7500
JEFFERSON ISLAND,2001-10-15,0,0
JEFFERSON ISLAND,2001-10-16,0,0
JEFFERSON ISLAND,2001-10-17,0,0
JEFFERSON ISLAND,2001-10-18,0,99026
JEFFERSON ISLAND,2001-10-19,0,17500
JEFFERSON ISLAND,2001-10-20,0,17500
JEFFERSON ISLAND,2001-10-21,0,17500
JEFFERSON ISLAND,2001-10-22,0,222641
JEFFERSON ISLAND,2001-10-23,0,0
JEFFERSON ISLAND,2001-10-24,0,0
JEFFERSON ISLAND,2001-10-25,0,123197
JEFFERSON ISLAND,2001-10-26,0,0
JEFFERSON ISLAND,2001-10-27,0,7500
JEFFERSON ISLAND,2001-10-28,0,7500
JEFFERSON ISLAND,2001-10-29,0,0
JEFFERSON ISLAND,2001-10-30,0,0
JEFFERSON ISLAND,2001-10-31,0,0
JEFFERSON ISLAND,2001-11-01,0,129386
JEFFERSON ISLAND,2001-11-02,0,0
JEFFERSON ISLAND,2001-11-03,0,0
JEFFERSON ISLAND,2001-11-04,0,0
JEFFERSON ISLAND,2001-11-05,0,0
JEFFERSON ISLAND,2001-11-06,0,0
JEFFERSON ISLAND,2001-11-07,0,0
JEFFERSON ISLAND,2001-11-08,0,3200
JEFFERSON ISLAND,2001-11-09,0,3200
JEFFERSON ISLAND,2001-11-10,0,15000
JEFFERSON ISLAND,2001-11-11,0,15000
JEFFERSON ISLAND,2001-11-12,0,15000
JEFFERSON ISLAND,2001-11-13,0,4000
JEFFERSON ISLAND,2001-11-14,0,3000
JEFFERSON ISLAND,2001-11-15,0,0
JEFFERSON ISLAND,2001-11-16,0,0
JEFFERSON ISLAND,2001-11-17,0,5000
JEFFERSON ISLAND,2001-11-18,0,5000
JEFFERSON ISLAND,2001-11-19,0,5000
JEFFERSON ISLAND,2001-11-20,0,5000
JEFFERSON ISLAND,2001-11-21,0,7500
JEFFERSON ISLAND,2001-11-22,0,22500
JEFFERSON ISLAND,2001-11-23,0,22500
JEFFERSON ISLAND,2001-11-24,0,0
JEFFERSON ISLAND,2001-11-25,0,0
JEFFERSON ISLAND,2001-11-26,0,0
JEFFERSON ISLAND,2001-11-27,0,0
JEFFERSON ISLAND,2001-11-28,0,0
JEFFERSON ISLAND,2001-11-29,0,18000
JEFFERSON ISLAND,2001-11-30,0,18000
JEFFERSON ISLAND,2001-12-01,0,101923
JEFFERSON ISLAND,2001-12-02,0,101923
JEFFERSON ISLAND,2001-12-03,0,101923
JEFFERSON ISLAND,2001-12-04,0,26158
JEFFERSON ISLAND,2001-12-05,0,0
JEFFERSON ISLAND,2001-12-06,0,0
JEFFERSON ISLAND,2001-12-07,0,7000
JEFFERSON ISLAND,2001-12-08,0,0
JEFFERSON ISLAND,2001-12-09,0,0
JEFFERSON ISLAND,2001-12-10,0,0
JEFFERSON ISLAND,2001-12-11,0,0
JEFFERSON ISLAND,2001-12-12,0,3541
JEFFERSON ISLAND,2001-12-13,0,0
JEFFERSON ISLAND,2001-12-14,0,0
JEFFERSON ISLAND,2001-12-15,0,25579
JEFFERSON ISLAND,2001-12-16,0,25579
JEFFERSON ISLAND,2001-12-17,0,25579
JEFFERSON ISLAND,2001-12-18,0,25579
JEFFERSON ISLAND,2001-12-19,0,27024
JEFFERSON ISLAND,2001-12-20,0,25079
JEFFERSON ISLAND,2001-12-21,0,7500
JEFFERSON ISLAND,2001-12-22,0,7500
JEFFERSON ISLAND,2001-12-23,0,7500
JEFFERSON ISLAND,2001-12-24,0,7500
JEFFERSON ISLAND,2001-12-25,0,7500
JEFFERSON ISLAND,2001-12-26,0,7500
JEFFERSON ISLAND,2001-12-27,0,7500
JEFFERSON ISLAND,2001-12-28,0,7500
JEFFERSON ISLAND,2001-12-29,0,28324
JEFFERSON ISLAND,2001-12-30,0,28324
JEFFERSON ISLAND,2001-12-31,0,28324
JEFFERSON ISLAND,2002-01-01,0,28324
JEFFERSON ISLAND,2002-01-02,0,3000
JEFFERSON ISLAND,2002-01-03,0,147232
JEFFERSON ISLAND,2002-01-04,0,147232
JEFFERSON ISLAND,2002-01-05,0,250000
JEFFERSON ISLAND,2002-01-06,0,250000
JEFFERSON ISLAND,2002-01-07,0,250000
JEFFERSON ISLAND,2002-01-08,0,250000
JEFFERSON ISLAND,2002-01-09,0,74828
JEFFERSON ISLAND,2002-01-10,0,224700
JEFFERSON ISLAND,2002-01-11,0,14500
JEFFERSON ISLAND,2002-01-12,0,0
JEFFERSON ISLAND,2002-01-13,0,0
JEFFERSON ISLAND,2002-01-14,0,0
JEFFERSON ISLAND,2002-01-15,0,0
JEFFERSON ISLAND,2002-01-16,0,0
JEFFERSON ISLAND,2002-01-17,0,0
JEFFERSON ISLAND,2002-01-18,0,7500
JEFFERSON ISLAND,2002-01-19,0,7500
JEFFERSON ISLAND,2002-01-20,0,7500
JEFFERSON ISLAND,2002-01-21,0,7500
JEFFERSON ISLAND,2002-01-22,0,7500
JEFFERSON ISLAND,2002-01-23,0,5000
JEFFERSON ISLAND,2002-01-24,0,7500
JEFFERSON ISLAND,2002-01-25,0,0
JEFFERSON ISLAND,2002-01-26,0,1000
JEFFERSON ISLAND,2002-01-27,0,1000
JEFFERSON ISLAND,2002-01-28,0,1000
JEFFERSON ISLAND,2002-01-29,0,148085
JEFFERSON ISLAND,2002-01-30,0,148085
JEFFERSON ISLAND,2002-01-31,0,201935
JEFFERSON ISLAND,2002-02-01,0,242501
JEFFERSON ISLAND,2002-02-02,0,7500
JEFFERSON ISLAND,2002-02-03,0,7500
JEFFERSON ISLAND,2002-02-04,0,7500
JEFFERSON ISLAND,2002-02-05,0,7500
MAINLINE,2001-09-01,0,110010
MAINLINE,2001-09-02,0,110010
MAINLINE,2001-09-03,0,110010
MAINLINE,2001-09-04,0,179375
MAINLINE,2001-09-05,0,142418
MAINLINE,2001-09-06,0,180000
MAINLINE,2001-09-07,0,108133
MAINLINE,2001-09-08,0,108133
MAINLINE,2001-09-09,0,108133
MAINLINE,2001-09-10,0,127210
MAINLINE,2001-09-11,0,101378
MAINLINE,2001-09-12,0,101378
MAINLINE,2001-09-13,0,101378
MAINLINE,2001-09-14,0,163326
MAINLINE,2001-09-15,0,122100
MAINLINE,2001-09-16,0,122100
MAINLINE,2001-09-17,0,122100
MAINLINE,2001-09-18,0,122100
MAINLINE,2001-09-19,0,151349
MAINLINE,2001-09-20,0,103317
MAINLINE,2001-09-21,0,119701
MAINLINE,2001-09-22,0,119701
MAINLINE,2001-09-23,0,119701
MAINLINE,2001-09-24,0,94746
MAINLINE,2001-09-25,0,94746
MAINLINE,2001-09-26,0,108093
MAINLINE,2001-09-27,-7500,94024
MAINLINE,2001-09-28,-7500,98757
MAINLINE,2001-09-29,0,129684
MAINLINE,2001-09-30,0,129684
MAINLINE,2001-10-01,0,129684
MAINLINE,2001-10-02,0,129684
MAINLINE,2001-10-03,0,156149
MAINLINE,2001-10-04,-3000,141610
MAINLINE,2001-10-05,-7500,154650
MAINLINE,2001-10-06,-7500,150150
MAINLINE,2001-10-07,-7500,150150
MAINLINE,2001-10-08,-7500,150150
MAINLINE,2001-10-09,0,112207
MAINLINE,2001-10-10,-2000,150388
MAINLINE,2001-10-11,-7500,110606
MAINLINE,2001-10-12,-7500,156606
MAINLINE,2001-10-13,-7500,156606
MAINLINE,2001-10-14,-7500,156606
MAINLINE,2001-10-15,0,180000
MAINLINE,2001-10-16,0,180000
MAINLINE,2001-10-17,0,98690
MAINLINE,2001-10-18,-2500,106089
MAINLINE,2001-10-19,-7500,90289
MAINLINE,2001-10-20,-7500,90289
MAINLINE,2001-10-21,-7500,90289
MAINLINE,2001-10-22,0,90953
MAINLINE,2001-10-23,0,95652
MAINLINE,2001-10-24,0,95652
MAINLINE,2001-10-25,0,91490
MAINLINE,2001-10-26,0,65760
MAINLINE,2001-10-27,-7500,96986
MAINLINE,2001-10-28,-7500,96986
MAINLINE,2001-10-29,0,79055
MAINLINE,2001-10-30,0,79055
MAINLINE,2001-10-31,-4945,0
MAINLINE,2001-11-01,-4945,31000
MAINLINE,2001-11-02,0,142563
MAINLINE,2001-11-03,0,180000
MAINLINE,2001-11-04,0,180000
MAINLINE,2001-11-05,0,180000
MAINLINE,2001-11-06,0,180000
MAINLINE,2001-11-07,0,107143
MAINLINE,2001-11-08,-3200,116530
MAINLINE,2001-11-09,-3200,116530
MAINLINE,2001-11-10,-1000,82563
MAINLINE,2001-11-11,-1000,82563
MAINLINE,2001-11-12,-1000,82563
MAINLINE,2001-11-13,-4000,120571
MAINLINE,2001-11-14,-3000,93924
MAINLINE,2001-11-15,0,180000
MAINLINE,2001-11-16,0,180000
MAINLINE,2001-11-17,-5000,171000
MAINLINE,2001-11-18,-5000,171000
MAINLINE,2001-11-19,-5000,171000
MAINLINE,2001-11-20,-5000,171000
MAINLINE,2001-11-21,-7500,128087
MAINLINE,2001-11-22,-7500,107106
MAINLINE,2001-11-23,-7500,107106
MAINLINE,2001-11-24,0,177825
MAINLINE,2001-11-25,0,177825
MAINLINE,2001-11-26,0,177825
MAINLINE,2001-11-27,0,177825
MAINLINE,2001-11-28,0,180000
MAINLINE,2001-11-29,-5000,109362
MAINLINE,2001-11-30,-5000,109362
MAINLINE,2001-12-01,0,137752
MAINLINE,2001-12-02,0,137752
MAINLINE,2001-12-03,0,137752
MAINLINE,2001-12-04,0,173488
MAINLINE,2001-12-05,0,167549
MAINLINE,2001-12-06,0,180000
MAINLINE,2001-12-07,-7000,180000
MAINLINE,2001-12-08,0,78719
MAINLINE,2001-12-09,0,78719
MAINLINE,2001-12-10,0,78719
MAINLINE,2001-12-11,0,78719
MAINLINE,2001-12-12,0,180000
MAINLINE,2001-12-13,0,180000
MAINLINE,2001-12-14,0,180000
MAINLINE,2001-12-15,0,129422
MAINLINE,2001-12-16,0,129422
MAINLINE,2001-12-17,0,129422
MAINLINE,2001-12-18,0,129422
MAINLINE,2001-12-19,0,115248
MAINLINE,2001-12-20,0,149154
MAINLINE,2001-12-21,-7500,90253
MAINLINE,2001-12-22,-7500,167753
MAINLINE,2001-12-23,-7500,167753
MAINLINE,2001-12-24,-7500,167753
MAINLINE,2001-12-25,-7500,167753
MAINLINE,2001-12-26,-7500,167753
MAINLINE,2001-12-27,-7500,167753
MAINLINE,2001-12-28,-7500,167753
MAINLINE,2001-12-29,0,180000
MAINLINE,2001-12-30,0,180000
MAINLINE,2001-12-31,0,180000
MAINLINE,2002-01-01,0,180000
MAINLINE,2002-01-02,-3000,178432
MAINLINE,2002-01-03,-6000,77447
MAINLINE,2002-01-04,-6000,77447
MAINLINE,2002-01-05,-2000,35096
MAINLINE,2002-01-06,-2000,35096
MAINLINE,2002-01-07,-2000,35096
MAINLINE,2002-01-08,-2000,35096
MAINLINE,2002-01-09,0,26692
MAINLINE,2002-01-10,-7500,28963
MAINLINE,2002-01-11,-7500,128108
MAINLINE,2002-01-12,0,160558
MAINLINE,2002-01-13,0,160558
MAINLINE,2002-01-14,0,160558
MAINLINE,2002-01-15,0,160558
MAINLINE,2002-01-16,0,119640
MAINLINE,2002-01-17,0,146893
MAINLINE,2002-01-18,-7500,170256
MAINLINE,2002-01-19,-7500,157156
MAINLINE,2002-01-20,-7500,157156
MAINLINE,2002-01-21,-7500,157156
MAINLINE,2002-01-22,-7500,157156
MAINLINE,2002-01-23,-5000,147527
MAINLINE,2002-01-24,-7500,172530
MAINLINE,2002-01-25,0,167627
MAINLINE,2002-01-26,-1000,118188
MAINLINE,2002-01-27,-1000,118188
MAINLINE,2002-01-28,-1000,118188
MAINLINE,2002-01-29,0,119220
MAINLINE,2002-01-30,0,119220
MAINLINE,2002-01-31,0,66444
MAINLINE,2002-02-01,0,123760
MAINLINE,2002-02-02,-7500,100733
MAINLINE,2002-02-03,-7500,100733
MAINLINE,2002-02-04,-7500,100733
MAINLINE,2002-02-05,-7500,100733
NGPL,2001-09-01,0,103543
NGPL,2001-09-02,0,103543
NGPL,2001-09-03,0,103543
NGPL,2001-09-04,0,100191
NGPL,2001-09-05,0,7791
NGPL,2001-09-06,0,63333
NGPL,2001-09-07,0,64533
NGPL,2001-09-08,0,64533
NGPL,2001-09-09,0,64533
NGPL,2001-09-10,0,92532
NGPL,2001-09-11,0,83819
NGPL,2001-09-12,0,83819
NGPL,2001-09-13,0,83819
NGPL,2001-09-14,0,38751
NGPL,2001-09-15,0,78791
NGPL,2001-09-16,0,78791
NGPL,2001-09-17,0,78791
NGPL,2001-09-18,0,78791
NGPL,2001-09-19,0,53523
NGPL,2001-09-20,0,58029
NGPL,2001-09-21,0,35501
NGPL,2001-09-22,0,35501
NGPL,2001-09-23,0,35501
NGPL,2001-09-24,0,8975
NGPL,2001-09-25,0,8975
NGPL,2001-09-26,0,98496
NGPL,2001-09-27,0,43495
NGPL,2001-09-28,0,27198
NGPL,2001-09-29,0,30198
NGPL,2001-09-30,0,30198
NGPL,2001-10-01,0,30198
NGPL,2001-10-02,0,30198
NGPL,2001-10-03,0,153958
NGPL,2001-10-04,0,593
NGPL,2001-10-05,0,154372
NGPL,2001-10-06,0,90090
NGPL,2001-10-07,0,90090
NGPL,2001-10-08,0,90090
NGPL,2001-10-09,0,200000
NGPL,2001-10-10,0,99446
NGPL,2001-10-11,0,69473
NGPL,2001-10-12,0,27531
NGPL,2001-10-13,0,27531
NGPL,2001-10-14,0,27531
NGPL,2001-10-15,0,59338
NGPL,2001-10-16,0,59338
NGPL,2001-10-17,0,130288
NGPL,2001-10-18,0,25981
NGPL,2001-10-19,0,32747
NGPL,2001-10-20,0,32747
NGPL,2001-10-21,0,32747
NGPL,2001-10-22,0,68273
NGPL,2001-10-23,0,36235
NGPL,2001-10-24,0,36235
NGPL,2001-10-25,0,3713
NGPL,2001-10-26,0,48785
NGPL,2001-10-27,0,177276
NGPL,2001-10-28,0,177276
NGPL,2001-10-29,0,200000
NGPL,2001-10-30,0,200000
NGPL,2001-10-31,0,106344
NGPL,2001-11-01,0,99645
NGPL,2001-11-02,0,150145
NGPL,2001-11-03,0,123373
NGPL,2001-11-04,0,123373
NGPL,2001-11-05,0,123373
NGPL,2001-11-06,0,123373
NGPL,2001-11-07,0,200000
NGPL,2001-11-08,0,154372
NGPL,2001-11-09,0,154372
NGPL,2001-11-10,0,200000
NGPL,2001-11-11,0,200000
NGPL,2001-11-12,0,200000
NGPL,2001-11-13,0,200000
NGPL,2001-11-14,0,200000
NGPL,2001-11-15,0,200000
NGPL,2001-11-16,0,200000
NGPL,2001-11-17,0,200000
NGPL,2001-11-18,0,200000
NGPL,2001-11-19,0,200000
NGPL,2001-11-20,0,200000
NGPL,2001-11-21,0,191020
NGPL,2001-11-22,0,200000
NGPL,2001-11-23,0,200000
NGPL,2001-11-24,-4000,128852
NGPL,2001-11-25,-4000,128852
NGPL,2001-11-26,-4000,128852
NGPL,2001-11-27,-4000,128852
NGPL,2001-11-28,-32914,32915
NGPL,2001-11-29,-29637,57915
NGPL,2001-11-30,-29637,57915
NGPL,2001-12-01,0,86171
NGPL,2001-12-02,0,86171
NGPL,2001-12-03,0,86171
NGPL,2001-12-04,0,13248
NGPL,2001-12-05,0,56474
NGPL,2001-12-06,-4900,21022
NGPL,2001-12-07,-5011,19976
NGPL,2001-12-08,0,200000
NGPL,2001-12-09,0,200000
NGPL,2001-12-10,0,200000
NGPL,2001-12-11,0,200000
NGPL,2001-12-12,0,131858
NGPL,2001-12-13,0,11967
NGPL,2001-12-14,-5611,32211
NGPL,2001-12-15,0,61929
NGPL,2001-12-16,0,61929
NGPL,2001-12-17,0,61929
NGPL,2001-12-18,0,61929
NGPL,2001-12-19,0,128994
NGPL,2001-12-20,0,56660
NGPL,2001-12-21,0,200000
NGPL,2001-12-22,0,200000
NGPL,2001-12-23,0,200000
NGPL,2001-12-24,0,200000
NGPL,2001-12-25,0,200000
NGPL,2001-12-26,0,200000
NGPL,2001-12-27,0,200000
NGPL,2001-12-28,0,200000
NGPL,2001-12-29,0,74382
NGPL,2001-12-30,0,74382
NGPL,2001-12-31,0,74382
NGPL,2002-01-01,0,74382
NGPL,2002-01-02,0,200000
NGPL,2002-01-03,0,147398
NGPL,2002-01-04,0,147398
NGPL,2002-01-05,0,117753
NGPL,2002-01-06,0,117753
NGPL,2002-01-07,0,117753
NGPL,2002-01-08,0,117753
NGPL,2002-01-09,0,118486
NGPL,2002-01-10,0,95885
NGPL,2002-01-11,0,116980
NGPL,2002-01-12,0,126681
NGPL,2002-01-13,0,126681
NGPL,2002-01-14,0,126681
NGPL,2002-01-15,0,126681
NGPL,2002-01-16,0,200000
NGPL,2002-01-17,0,177797
NGPL,2002-01-18,0,140964
NGPL,2002-01-19,0,104436
NGPL,2002-01-20,0,104436
NGPL,2002-01-21,0,104436
NGPL,2002-01-22,0,104436
NGPL,2002-01-23,0,200000
NGPL,2002-01-24,0,200000
NGPL,2002-01-25,0,207066
NGPL,2002-01-26,0,256338
NGPL,2002-01-27,0,256338
NGPL,2002-01-28,0,256338
NGPL,2002-01-29,0,39196
NGPL,2002-01-30,0,39196
NGPL,2002-01-31,0,78771
NGPL,2002-02-01,0,39182
NGPL,2002-02-02,0,105538
NGPL,2002-02-03,0,105538
NGPL,2002-02-04,0,105538
NGPL,2002-02-05,0,105538
SEA ROBIN,2001-09-01,0,147296
SEA ROBIN,2001-09-02,0,147296
SEA ROBIN,2001-09-03,0,147296
SEA ROBIN,2001-09-04,0,207779
SEA ROBIN,2001-09-05,0,230426
SEA ROBIN,2001-09-06,0,147240
SEA ROBIN,2001-09-07,0,138905
SEA ROBIN,2001-09-08,0,138905
SEA ROBIN,2001-09-09,0,138905
SEA ROBIN,2001-09-10,0,199046
SEA ROBIN,2001-09-11,0,152945
SEA ROBIN,2001-09-12,0,152945
SEA ROBIN,2001-09-13,0,152945
SEA ROBIN,2001-09-14,0,147740
SEA ROBIN,2001-09-15,0,194482
SEA ROBIN,2001-09-16,0,194482
SEA ROBIN,2001-09-17,0,194482
SEA ROBIN,2001-09-18,0,194482
SEA ROBIN,2001-09-19,0,181099
SEA ROBIN,2001-09-20,0,90905
SEA ROBIN,2001-09-21,0,155747
SEA ROBIN,2001-09-22,0,155747
SEA ROBIN,2001-09-23,0,155747
SEA ROBIN,2001-09-24,0,173767
SEA ROBIN,2001-09-25,0,173767
SEA ROBIN,2001-09-26,0,102430
SEA ROBIN,2001-09-27,0,104131
SEA ROBIN,2001-09-28,0,134487
SEA ROBIN,2001-09-29,0,131228
SEA ROBIN,2001-09-30,0,131228
SEA ROBIN,2001-10-01,0,131228
SEA ROBIN,2001-10-02,0,131228
SEA ROBIN,2001-10-03,0,123404
SEA ROBIN,2001-10-04,0,70645
SEA ROBIN,2001-10-05,0,146103
SEA ROBIN,2001-10-06,0,141126
SEA ROBIN,2001-10-07,0,141126
SEA ROBIN,2001-10-08,0,141126
SEA ROBIN,2001-10-09,0,89291
SEA ROBIN,2001-10-10,0,73439
SEA ROBIN,2001-10-11,0,94932
SEA ROBIN,2001-10-12,0,184028
SEA ROBIN,2001-10-13,0,184028
SEA ROBIN,2001-10-14,0,184028
SEA ROBIN,2001-10-15,0,0
SEA ROBIN,2001-10-16,0,0
SEA ROBIN,2001-10-17,0,0
SEA ROBIN,2001-10-18,0,0
SEA ROBIN,2001-10-19,0,0
SEA ROBIN,2001-10-20,0,0
SEA ROBIN,2001-10-21,0,0
SEA ROBIN,2001-10-22,0,109079
SEA ROBIN,2001-10-23,0,135220
SEA ROBIN,2001-10-24,0,135220
SEA ROBIN,2001-10-25,0,135090
SEA ROBIN,2001-10-26,0,38939
SEA ROBIN,2001-10-27,0,79782
SEA ROBIN,2001-10-28,0,79782
SEA ROBIN,2001-10-29,0,77983
SEA ROBIN,2001-10-30,0,77983
SEA ROBIN,2001-10-31,0,54827
